gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127138238,6.827701433,1.944250848,1.358276891,1.431409796,0.152312803,0.653147808
LOC127093443,77.07856715,0.945866341,0.661519339,1.429839289,0.15276315,0.653614671
LOC127101320,17.98872344,-1.704620837,1.191809084,-1.430280117,0.152636639,0.653614671
LOC127119608,5.680293329,-2.384115013,1.666913819,-1.430256913,0.152643296,0.653614671
LOC127120181,7.620266378,1.989485678,1.391354008,1.429891794,0.152748078,0.653614671
LOC127126914,10.39716389,1.585244077,1.108693751,1.429830443,0.152765689,0.653614671
LOC127128329,10.59100213,1.622877249,1.134867672,1.430014519,0.152712852,0.653614671
LOC127076137,14.9617426,-1.410240616,0.986698067,-1.429252436,0.152931691,0.653631777
LOC127126125,26.21089563,1.180003912,0.825576182,1.429309539,0.152915286,0.653631777
LOC127132365,8.753873972,-1.69395115,1.184996854,-1.429498437,0.152861024,0.653631777
LOC127091574,13.62670968,1.448129232,1.013349256,1.429052445,0.15298916,0.653646593
LOC127084085,22.6641771,1.399779982,0.979657107,1.42884686,0.153048254,0.653668335
LOC127133055,17.13505097,-1.50646083,1.054616814,-1.428443782,0.153164165,0.653932647
LOC127083219,24.79175928,1.17791287,0.825017598,1.427742721,0.153365925,0.654563172
LOC127098184,9.018700115,-1.694840518,1.188017644,-1.426612244,0.153691693,0.655491279
LOC127135647,5.742249337,-2.238505999,1.568943713,-1.426759915,0.153649109,0.655491279
LOC127103337,6.383548069,-1.879122626,1.317420635,-1.426364956,0.153763024,0.655564508
LOC127132062,7.312656858,-6.841171162,4.797365562,-1.426026654,0.153860648,0.655749749
LOC127100774,108.8003731,0.994026414,0.697245899,1.425646843,0.153970308,0.655986133
LOC127132172,6.639395126,2.987685748,2.096068912,1.425375727,0.154048621,0.656088848
LOC127073560,8.795229689,1.70706193,1.198461785,1.424377441,0.154337241,0.656415701
LOC127083090,6.96923224,-2.002582475,1.405436484,-1.424882944,0.154191041,0.656415701
LOC127101619,7.396075297,1.822139902,1.27896989,1.424693354,0.154245861,0.656415701
LOC127117938,63.09163019,0.976463876,0.685545708,1.424359988,0.154342291,0.656415701
LOC127107416,4.547230893,-2.390684127,1.679041602,-1.423838531,0.154493219,0.656667031
LOC127107912,25.44333858,1.176937161,0.826627969,1.423780958,0.15450989,0.656667031
LOC127091352,11.6866088,1.517815668,1.066280913,1.423466978,0.154600828,0.656822895
LOC127080305,4.477268817,2.440400364,1.715221599,1.422790131,0.154797003,0.657081299
LOC127088067,35.59506362,1.082744238,0.761051402,1.42269528,0.15482451,0.657081299
LOC127088235,23.90191742,-1.235811635,0.868489164,-1.422944219,0.154752326,0.657081299
LOC127128776,3.881467581,2.795482162,1.966123431,1.421824347,0.15507725,0.65792325
LOC127073564,99.17668405,0.935975624,0.658423861,1.421539648,0.155159936,0.6580434
LOC127126779,16.25720361,-1.404193541,0.988004822,-1.421241587,0.155246539,0.658180071
LOC127119274,14.2400734,1.509278553,1.062305394,1.420757686,0.155387216,0.65854582
LOC127075442,5.632376352,-1.951873173,1.374345571,-1.420220078,0.15554362,0.658977941
LOC127080097,65.61407245,0.974846958,0.686591094,1.419836299,0.155655345,0.659220536
LOC127083308,9.850201298,1.856890752,1.30853127,1.419064866,0.155880106,0.659519813
LOC127132391,143.3300055,0.942808388,0.664391603,1.419055244,0.155882911,0.659519813
LOC127138333,80.99689252,0.977067075,0.688544424,1.419032733,0.155889473,0.659519813
LOC127091361,22.46324558,1.340122329,0.944598591,1.418721498,0.155980227,0.65967319
LOC127092242,13.23368826,1.431704414,1.009373868,1.418408441,0.156071553,0.659828877
LOC127084319,30.98777305,1.251395653,0.882486204,1.41803424,0.156180768,0.659853867
LOC127126891,20.90478509,-1.302303598,0.91839927,-1.418014627,0.156186494,0.659853867
LOC127085303,6.269826292,-1.998709174,1.410377897,-1.417144426,0.156440706,0.660466797
LOC127098293,33.94884841,-1.050322618,0.74112399,-1.417202293,0.156423792,0.660466797
LOC127126496,38.28776553,1.124421644,0.793644565,1.41678239,0.15654656,0.66068325
LOC127076147,16.89739653,1.389263753,0.981466814,1.41549743,0.156922701,0.66143574
LOC127100639,5.414833356,2.22729049,1.573240908,1.415733902,0.156853428,0.66143574
LOC127127083,4.445992654,2.398224129,1.693884674,1.415813111,0.15683023,0.66143574
LOC127135508,11.88539833,-1.434995766,1.013825604,-1.415426638,0.156943444,0.66143574
LOC127127693,27.78733942,1.256986726,0.888319005,1.415017261,0.157063435,0.6614808
LOC127132582,6.803199537,2.044016015,1.444327623,1.415202467,0.157009142,0.6614808
LOC127108147,11.91625883,-1.45851795,1.031385457,-1.414134686,0.15732236,0.662340818
LOC127086382,19.64085057,1.378148972,0.975216309,1.413172605,0.157604979,0.662354548
LOC127097928,5.997554735,-1.90937444,1.351244356,-1.413048966,0.157641327,0.662354548
LOC127105971,12.97397691,-1.410253019,0.997938559,-1.413166178,0.157606869,0.662354548
LOC127118392,25.89763452,-1.152032202,0.815305939,-1.413006022,0.157653954,0.662354548
LOC127126071,5.997554735,-1.90937444,1.351244356,-1.413048966,0.157641327,0.662354548
LOC127128630,31.5255419,1.104210189,0.781323492,1.413256098,0.157580438,0.662354548
LOC127079853,84.83450012,-0.925393479,0.655082553,-1.412636429,0.157762652,0.662581242
LOC127105648,9.938499514,1.663636664,1.178080699,1.412158493,0.157903299,0.662941912
LOC127093078,21.48520948,1.364360641,0.96638674,1.411816392,0.158004031,0.663126333
LOC127101624,12.36469215,1.4949118,1.059130974,1.41145131,0.158111583,0.663126333
LOC127116184,12.08013622,1.786375214,1.265534205,1.411558224,0.15808008,0.663126333
LOC127073976,107.7530912,-1.034111703,0.732952631,-1.410884768,0.158278594,0.663207084
LOC127105133,96.01564149,0.922399199,0.653799703,1.410828416,0.158295214,0.663207084
LOC127127262,16.71854129,-1.519221334,1.076659337,-1.411051093,0.158229549,0.663207084
LOC127074884,25.96632874,1.487058482,1.054612188,1.410052433,0.158524201,0.66358739
LOC127120082,27.20588589,-1.161423329,0.823551798,-1.410261421,0.158462505,0.66358739
LOC127132600,171.0407209,-1.414397371,1.003144661,-1.409963513,0.158550457,0.66358739
LOC127087179,5.646090038,-1.940021663,1.37645941,-1.409428893,0.158708386,0.664018769
LOC127083400,30.73437245,-1.132837617,0.803995888,-1.409009217,0.158832443,0.664308185
LOC127101074,42.38336217,-1.329420193,0.94395411,-1.408352565,0.159026698,0.664500718
LOC127126633,11.11366549,-1.531167534,1.08696601,-1.408661835,0.158935185,0.664500718
LOC127128093,80.73181421,0.940284327,0.667674785,1.408296897,0.159043174,0.664500718
LOC127120859,30.01743619,1.27809289,0.907796518,1.407906799,0.159158669,0.664753808
LOC127082759,5.197416542,2.235364239,1.589171339,1.406622548,0.159539343,0.665654675
LOC127083997,8.767802318,1.703317943,1.210620052,1.406979787,0.159433383,0.665654675
LOC127116317,3.909780953,-2.321105983,1.650030324,-1.406705046,0.159514869,0.665654675
LOC127084690,36.71143592,-1.052605026,0.748602826,-1.406092776,0.159696577,0.66585166
LOC127092934,34.12475782,1.180838519,0.839742936,1.406190476,0.159667571,0.66585166
LOC127091146,39.54342485,-1.060092544,0.754969861,-1.404152137,0.160273551,0.667108343
LOC127092329,5.894113522,-1.910123441,1.360076869,-1.40442315,0.160192881,0.667108343
LOC127104966,47.1422561,1.024134188,0.729287369,1.404294427,0.160231193,0.667108343
LOC127120951,7.734495803,2.056131216,1.463986558,1.404474109,0.160177716,0.667108343
LOC127127503,16.19147033,-1.355860218,0.965106608,-1.404881291,0.160056581,0.667108343
LOC127127596,4.543797771,-2.174680137,1.548961473,-1.403960121,0.160330725,0.667116912
LOC127100466,36.77039328,-1.027339443,0.732062845,-1.403348702,0.160512882,0.667645335
LOC127075702,12.79977795,1.526548525,1.088135656,1.402902769,0.160645835,0.667968804
LOC127081986,13.44009238,6.712200738,4.787524387,1.402019122,0.160909537,0.667996935
LOC127083709,11.13872289,1.76903085,1.261744843,1.402051183,0.160899963,0.667996935
LOC127084456,18.79158425,1.291973889,0.921774862,1.401615452,0.16103011,0.667996935
LOC127086032,10.04261022,1.606560488,1.146345536,1.40146268,0.16107576,0.667996935
LOC127093530,5.138713007,2.138233355,1.524973847,1.402144279,0.160872167,0.667996935
LOC127119062,17.0837912,-1.322618806,0.943743541,-1.401459982,0.161076566,0.667996935
LOC127127050,44.06785414,-1.017548002,0.725778746,-1.402008543,0.160912696,0.667996935
LOC127127326,7.716717012,-1.677661604,1.197131479,-1.401401294,0.161094105,0.667996935
LOC127092557,16.10266612,-1.338814935,0.955525275,-1.401129797,0.161175263,0.668104582
LOC127075191,36.92514193,1.095878271,0.782312981,1.400818211,0.161268441,0.66826197
LOC127105530,10.20403597,-2.078945801,1.484304185,-1.40061978,0.161327803,0.668279167
LOC127086786,50.74543933,1.072799068,0.766053829,1.400422565,0.161386817,0.668294913
LOC127078365,6.56529477,1.870266348,1.335905495,1.399998993,0.16151362,0.66851589
LOC127085203,5.263059495,2.178431903,1.556161319,1.39987537,0.161550643,0.66851589
LOC127084046,92.38060293,0.892169936,0.637547486,1.399378017,0.161699655,0.668903838
LOC127092708,10.52828465,1.818343113,1.299586113,1.399170932,0.161761731,0.668932009
LOC127126558,8.657169515,1.677031129,1.198904753,1.398802635,0.161872176,0.669160115
LOC127108371,29.85436977,1.121453662,0.802055938,1.398223752,0.162045886,0.669238081
LOC127117470,7.948315996,1.962593626,1.403826222,1.398031748,0.162103534,0.669238081
LOC127120309,21.83181174,1.205600899,0.86237368,1.398002892,0.162112199,0.669238081
LOC127126199,7.948315996,1.962593626,1.403826222,1.398031748,0.162103534,0.669238081
LOC127073562,39.52786415,1.06262771,0.760213405,1.397801859,0.162172576,0.669259072
LOC127107197,154.0746967,0.927377217,0.663962999,1.396730267,0.162494699,0.669903214
LOC127120662,42.54266477,1.144398455,0.819127065,1.397095157,0.162384958,0.669903214
LOC127138349,16.00482349,1.437059555,1.028795172,1.396837381,0.162462478,0.669903214
LOC127086067,26.01104295,1.17638345,0.842588414,1.396154315,0.162668031,0.669933257
LOC127137862,96.43882389,-1.446280543,1.035837503,-1.396242691,0.162641425,0.669933257
LOC127138531,29.42752691,-1.197042417,0.857289349,-1.396310848,0.162620908,0.669933257
LOC127085847,6.097562826,-1.818692607,1.303271173,-1.395482878,0.162870274,0.670000054
LOC127092093,14.78646334,-1.52442197,1.092239376,-1.395684869,0.162809413,0.670000054
LOC127131502,12.91041075,1.547679549,1.109157138,1.395365451,0.162905664,0.670000054
LOC127137313,52.8737562,0.978417206,0.701078622,1.39558842,0.162838471,0.670000054
LOC127118137,6.662213887,1.899601822,1.361742747,1.394978477,0.16302233,0.670252134
LOC127085409,4.492122327,-2.066625435,1.482277183,-1.394223333,0.163250174,0.67036524
LOC127103744,17.86239029,-1.319147722,0.946200039,-1.394153106,0.163271375,0.67036524
LOC127125798,3.961546722,-2.203116286,1.579674958,-1.39466431,0.163117092,0.67036524
LOC127138662,7.279174222,1.959962062,1.405622499,1.394373001,0.163204997,0.67036524
LOC127087781,5.439551759,-2.017210521,1.447476842,-1.393604693,0.163437011,0.670639394
LOC127105689,192.7642802,1.37716797,0.988381154,1.393357172,0.16351181,0.670639394
LOC127117440,60.72167249,-0.942564987,0.676370075,-1.393564,0.163449306,0.670639394
LOC127132343,9.684713752,1.827555467,1.311769618,1.393198501,0.163559773,0.670639394
LOC127098453,83.95142358,0.959450295,0.688817284,1.39289521,0.163651481,0.670788191
LOC127138493,41.73892477,-1.172475202,0.842133339,-1.392267884,0.163841293,0.671338866
LOC127083807,20.75642555,-1.259529774,0.90484566,-1.391982998,0.163927547,0.671357384
LOC127129606,7.393023834,-1.712745849,1.230677086,-1.391710197,0.164010173,0.671357384
LOC127130705,27.22539733,1.164761598,0.836932306,1.391703475,0.16401221,0.671357384
LOC127082204,20.30000166,-1.720684946,1.237169927,-1.390823451,0.16427897,0.672221992
LOC127100713,4.418565282,2.382361708,1.713923208,1.390004929,0.16452738,0.672808324
LOC127127669,5.931277952,2.10455888,1.514087468,1.389985007,0.16453343,0.672808324
LOC127127416,11.499405,-1.430001895,1.02914778,-1.389501025,0.16468045,0.673182088
LOC127108134,39.55948446,1.147817686,0.826374875,1.38897941,0.164839011,0.673223455
LOC127116505,11.92460389,2.0755473,1.494361824,1.388918846,0.164857429,0.673223455
LOC127127515,21.63313455,1.317389395,0.948340789,1.389151884,0.164786569,0.673223455
LOC127073321,4.339208643,2.388784051,1.721008404,1.388014169,0.165132731,0.673892977
LOC127080008,49.74230501,1.032755897,0.744026654,1.388063037,0.165117851,0.673892977
LOC127127434,5.944991638,2.109813487,1.520388973,1.387680077,0.165234485,0.674080961
LOC127078488,556.4326606,-1.210719314,0.873378908,-1.386247484,0.165671347,0.675311498
LOC127086105,131.3338965,-0.853078469,0.615514747,-1.385959433,0.165759291,0.675311498
LOC127098305,133.3204323,-0.908844781,0.655749281,-1.385963824,0.16575795,0.675311498
LOC127132359,19.12975093,1.32114345,0.952971131,1.386341523,0.165642643,0.675311498
LOC127084424,10.41082642,-1.457461067,1.051931025,-1.385510107,0.165896544,0.675643261
LOC127086264,119.1137322,0.915809812,0.661187382,1.385098744,0.166022276,0.675927893
LOC127092526,21.92898303,1.330961644,0.961053833,1.384898118,0.166083623,0.675950292
LOC127075196,60.06769936,0.942290829,0.680863392,1.383964595,0.166369296,0.676404088
LOC127118434,55.67063567,0.94775454,0.684949334,1.383685614,0.16645474,0.676404088
LOC127118774,3.896067268,-2.336167362,1.688364094,-1.383686949,0.166454332,0.676404088
LOC127126491,4.374967428,-2.084148551,1.506300176,-1.383620997,0.166474536,0.676404088
LOC127126704,5.890136895,2.093134701,1.512191393,1.384173134,0.166305448,0.676404088
LOC127118189,13.01546212,-1.413206823,1.021690801,-1.38320402,0.166602317,0.676696124
LOC127075731,19.75390285,1.315550065,0.951788432,1.382187491,0.16691414,0.677025258
LOC127083582,15.88149084,-1.364760368,0.987084007,-1.382618255,0.166781949,0.677025258
LOC127085265,23.48482857,-1.261036258,0.912394508,-1.382117327,0.166935679,0.677025258
LOC127120917,17.9178242,-1.279500116,0.92576512,-1.382100155,0.166940951,0.677025258
LOC127126260,12.57705349,6.616757546,4.787715037,1.382028273,0.16696302,0.677025258
LOC127087888,44.92488655,-1.060726666,0.767949436,-1.381245452,0.167203504,0.677720712
LOC127091911,12.27063185,-1.597351512,1.156574541,-1.381105545,0.167246511,0.677720712
LOC127080397,13.60808405,-1.337262759,0.968568033,-1.380659605,0.167383647,0.678049419
LOC127091066,12.38919404,1.422760038,1.030764205,1.380296319,0.167495428,0.678085126
LOC127126918,25.77990045,-1.170539717,0.848053213,-1.380266827,0.167504505,0.678085126
LOC127108403,60.28831894,1.035443826,0.750630145,1.379432779,0.167761359,0.678897855
LOC127126078,71.15127195,1.167566498,0.846580579,1.379155778,0.167846729,0.679016314
LOC127075332,40.56301097,1.070911209,0.776630099,1.378920558,0.167919249,0.679082723
LOC127073869,9.594519393,-1.54255825,1.119536864,-1.377853914,0.168248396,0.679227694
LOC127074370,5.24934581,2.171279884,1.577995511,1.375973423,0.168829862,0.679227694
LOC127075050,4.311781271,2.381109296,1.7291719,1.377022895,0.168505169,0.679227694
LOC127076261,8.702198527,-1.635907147,1.188860718,-1.376029271,0.168812571,0.679227694
LOC127078730,12.20533304,-1.512754169,1.100533147,-1.37456484,0.169266395,0.679227694
LOC127080296,28.75493613,1.424662793,1.033806882,1.378074395,0.16818032,0.679227694
LOC127084652,20.08871309,-1.286889886,0.934116386,-1.377654761,0.168309905,0.679227694
LOC127084867,27.73722132,-1.089363243,0.791694848,-1.375988799,0.168825101,0.679227694
LOC127085552,8.940735277,1.843222472,1.339022667,1.376543145,0.168653539,0.679227694
LOC127087998,13.66001332,-1.466663683,1.064995135,-1.37715529,0.168464242,0.679227694
LOC127096777,34.94834675,1.184050232,0.860027725,1.37675821,0.168587015,0.679227694
LOC127097911,8.326485757,-1.576042963,1.146349551,-1.37483629,0.169182205,0.679227694
LOC127098448,140.9843232,0.885892081,0.642706782,1.378376744,0.168087,0.679227694
LOC127100803,12.3814453,-1.415273419,1.02891432,-1.375501722,0.168975952,0.679227694
LOC127105209,3.947833036,-2.223584236,1.616766359,-1.37532812,0.169029742,0.679227694
LOC127117400,47.98098969,1.016127722,0.739281638,1.37447986,0.169292759,0.679227694
LOC127117963,80.24781296,-0.905826008,0.658958331,-1.374633213,0.169245186,0.679227694
LOC127119404,3.947833036,-2.223584236,1.616766359,-1.37532812,0.169029742,0.679227694
LOC127120088,27.77595489,1.105325219,0.801977267,1.378250063,0.168126095,0.679227694
LOC127120516,7.426882977,-1.916020073,1.394026288,-1.37445046,0.16930188,0.679227694
LOC127126042,3311.320052,-0.935336011,0.680099747,-1.375292397,0.169040813,0.679227694
LOC127128121,5.553273536,-1.889772676,1.373683485,-1.37569731,0.168915365,0.679227694
LOC127132680,5.015760165,-2.608923937,1.894946308,-1.376779873,0.168580315,0.679227694
LOC127138395,39.1345889,1.043861542,0.75766223,1.377739975,0.168283584,0.679227694
LOC127128758,8.120071814,1.887375042,1.373952507,1.373682884,0.169540153,0.679958254
LOC127083983,63.74171001,1.137851484,0.828435285,1.373494713,0.169598604,0.679967373
LOC127076310,33.92898262,1.096132329,0.79838046,1.372944835,0.169769497,0.680201917
LOC127106336,6.34558631,-1.784828791,1.299873636,-1.373078691,0.169727885,0.680201917
LOC127132186,81.61387166,0.976837868,0.711660963,1.372616904,0.169871474,0.680385282
LOC127074295,30.4785217,1.119710181,0.816107937,1.372012365,0.170059588,0.680602514
LOC127090985,20.45681695,-1.204005378,0.877524125,-1.372048179,0.17004844,0.680602514
LOC127115960,13.88001146,-1.36061894,0.991776655,-1.371900551,0.170094399,0.680602514
LOC127074099,135.5501631,0.86490566,0.630666415,1.371415441,0.170245487,0.680981947
LOC127076485,45.76126576,-1.482879516,1.082087026,-1.370388407,0.170565689,0.681365254
